Date,,Berri1,Berri1 IN,Berri1 OUT,CSC,CSC IN,CSC OUT,Maisonneuve_1,Mais1 IN,Mais1 OUT,Maisonneuve_2,Mais2 IN,Mais2 OUT,Parc,Parc IN,Parc OUT,PierDup,PierDup IN,PierDup OUT,Rachel1,Rachel1 IN,Rachel1 OUT,Saint-Urbain,Saint-Urbain New_IN,Saint-Urbain New_OUT,Totem_Laurier,Totem_Laurier_IN,Totem_Laurier_OUT
22/12/2010,0:00,200,106,94,6,4,2,129,76,53,321,194,127,76,27,49,0,0,0,81,44,37,,,,,,
23/12/2010,0:00,164,63,101,0,0,0,96,50,46,235,144,91,70,25,45,0,0,0,57,41,16,,,,,,
24/12/2010,0:00,83,26,57,0,0,0,52,27,25,114,69,45,34,10,24,0,0,0,59,45,14,,,,,,
25/12/2010,0:00,29,9,20,0,0,0,35,17,18,28,19,9,14,6,8,0,0,0,17,11,6,,,,,,
26/12/2010,0:00,32,7,25,0,0,0,35,14,21,55,34,21,17,7,10,0,0,0,23,19,4,,,,,,
27/12/2010,0:00,50,20,30,0,0,0,53,25,28,86,52,34,32,9,23,0,0,0,23,14,9,,,,,,
28/12/2010,0:00,120,48,72,0,0,0,61,35,26,96,57,39,42,16,26,0,0,0,40,29,11,,,,,,
29/12/2010,0:00,143,51,92,0,0,0,90,49,41,185,112,73,60,26,34,0,0,0,62,44,18,,,,,,
30/12/2010,0:00,149,66,83,1,1,0,122,58,64,233,131,102,68,32,36,0,0,0,99,56,43,,,,,,
31/12/2010,0:00,105,48,57,1,1,0,78,48,30,159,92,67,55,20,35,0,0,0,115,68,47,,,,,,
01/01/2011,0:00,81,42,39,5,4,1,62,28,34,110,66,44,41,18,23,0,0,0,85,44,41,,,,,,
02/01/2011,0:00,95,51,44,21,14,7,79,49,30,169,96,73,68,24,44,6,4,2,124,58,66,,,,,,
03/01/2011,0:00,150,71,79,30,16,14,115,73,42,329,195,134,205,84,121,3,2,1,242,129,113,,,,,,
04/01/2011,0:00,232,118,114,34,19,15,163,92,71,441,251,190,250,107,143,0,0,0,205,113,92,,,,,,
05/01/2011,0:00,237,128,109,26,14,12,168,94,74,415,240,175,250,94,156,1,1,0,184,97,87,,,,,,
06/01/2011,0:00,252,121,131,20,13,7,168,105,63,429,245,184,261,104,157,1,1,0,242,121,121,,,,,,
07/01/2011,0:00,228,108,120,19,9,10,163,103,60,390,225,165,222,82,140,1,0,1,215,128,87,,,,,,
08/01/2011,0:00,117,51,66,5,1,4,70,40,30,145,87,58,82,28,54,0,0,0,148,84,64,,,,,,
09/01/2011,0:00,127,65,62,5,2,3,62,28,34,144,74,70,102,30,72,0,0,0,121,52,69,,,,,,
10/01/2011,0:00,252,151,101,8,7,1,190,110,80,441,234,207,215,93,122,2,1,1,190,102,88,,,,,,
11/01/2011,0:00,348,169,179,6,2,4,190,95,95,488,279,209,259,109,150,4,2,2,243,123,120,,,,,,
12/01/2011,0:00,289,140,149,6,3,3,199,116,83,466,250,216,237,91,146,0,0,0,249,126,123,,,,,,
13/01/2011,0:00,309,135,174,6,5,1,191,99,92,489,269,220,266,102,164,0,0,0,269,132,137,,,,,,
14/01/2011,0:00,236,105,131,2,0,2,175,99,76,464,259,205,229,84,145,3,2,1,246,137,109,,,,,,
15/01/2011,0:00,93,45,48,0,0,0,47,32,15,139,79,60,53,21,32,1,0,1,90,55,35,,,,,,
16/01/2011,0:00,91,54,37,1,1,0,49,18,31,101,57,44,61,25,36,2,1,1,2,1,1,,,,,,
17/01/2011,0:00,178,99,79,2,2,0,109,57,52,322,167,155,179,76,103,1,0,1,8,2,6,,,,,,
18/01/2011,0:00,310,153,157,1,1,0,181,91,90,368,212,156,208,91,117,3,1,2,8,2,6,,,,,,
19/01/2011,0:00,269,129,140,0,0,0,107,37,70,395,216,179,178,76,102,0,0,0,2,2,0,,,,,,
20/01/2011,0:00,296,156,140,0,0,0,109,40,69,409,213,196,211,81,130,2,1,1,4,4,0,,,,,,
21/01/2011,0:00,182,88,94,2,2,0,103,46,57,312,176,136,145,58,87,3,3,0,5,5,0,,,,,,
22/01/2011,0:00,64,46,18,0,0,0,44,19,25,102,33,69,50,18,32,3,1,2,0,0,0,,,,,,
23/01/2011,0:00,63,41,22,12,11,1,31,11,20,76,29,47,35,12,23,3,1,2,0,0,0,,,,,,
24/01/2011,0:00,133,80,53,8,7,1,69,26,43,261,136,125,138,62,76,2,1,1,7,4,3,,,,,,
25/01/2011,0:00,173,114,59,8,7,1,101,53,48,325,186,139,162,72,90,2,1,1,34,22,12,,,,,,
26/01/2011,0:00,230,133,97,2,1,1,143,62,81,336,190,146,151,62,89,0,0,0,50,40,10,,,,,,
27/01/2011,0:00,287,159,128,4,3,1,158,85,73,423,245,178,210,84,126,3,2,1,115,80,35,,,,,,
28/01/2011,0:00,268,139,129,5,4,1,152,97,55,431,247,184,217,89,128,1,1,0,101,78,23,,,,,,
29/01/2011,0:00,82,43,39,3,3,0,36,18,18,99,52,47,51,21,30,3,2,1,6,4,2,,,,,,
30/01/2011,0:00,84,51,33,0,0,0,50,19,31,103,55,48,47,19,28,1,1,0,0,0,0,,,,,,
31/01/2011,0:00,206,108,98,3,2,1,97,44,53,361,199,162,181,77,104,1,1,0,7,6,1,,,,,,
01/02/2011,0:00,269,137,132,0,0,0,145,70,75,398,216,182,182,74,108,3,2,1,6,5,1,,,,,,
02/02/2011,0:00,68,25,43,0,0,0,35,3,32,89,28,61,59,32,27,1,1,0,1,0,1,,,,,,
03/02/2011,0:00,138,39,99,0,0,0,82,6,76,276,239,37,108,51,57,0,0,0,0,0,0,,,,,,
04/02/2011,0:00,166,62,104,0,0,0,114,13,101,356,197,159,119,56,63,0,0,0,0,0,0,,,,,,
05/02/2011,0:00,98,26,72,0,0,0,48,10,38,178,95,83,69,25,44,0,0,0,0,0,0,,,,,,
06/02/2011,0:00,63,21,42,1,0,1,41,8,33,76,51,25,55,23,32,1,0,1,0,0,0,,,,,,
07/02/2011,0:00,174,57,117,0,0,0,92,15,77,350,205,145,175,75,100,1,0,1,0,0,0,,,,,,
08/02/2011,0:00,199,97,102,0,0,0,74,38,36,284,152,132,118,47,71,0,0,0,0,0,0,,,,,,
09/02/2011,0:00,204,122,82,0,0,0,106,54,52,320,186,134,107,47,60,0,0,0,0,0,0,,,,,,
10/02/2011,0:00,227,135,92,15,14,1,123,58,65,374,199,175,142,63,79,0,0,0,0,0,0,,,,,,
11/02/2011,0:00,227,148,79,7,4,3,138,70,68,366,204,162,155,59,96,0,0,0,85,52,33,,,,,,
12/02/2011,0:00,63,19,44,5,3,2,48,25,23,74,45,29,44,16,28,0,0,0,15,9,6,,,,,,
13/02/2011,0:00,51,12,39,0,0,0,38,21,17,93,57,36,45,20,25,0,0,0,1,1,0,,,,,,
14/02/2011,0:00,104,30,74,0,0,0,44,17,27,241,144,97,89,44,45,0,0,0,3,3,0,,,,,,
15/02/2011,0:00,165,104,61,2,1,1,96,33,63,317,170,147,129,52,77,0,0,0,8,6,2,,,,,,
16/02/2011,0:00,245,157,88,9,4,5,117,9,108,354,213,141,123,55,68,0,0,0,56,26,30,,,,,,
17/02/2011,0:00,274,144,130,20,18,2,152,52,100,437,236,201,192,67,125,0,0,0,144,81,63,,,,,,
18/02/2011,0:00,305,163,142,114,82,32,179,88,91,518,294,224,229,84,145,0,0,0,214,126,88,,,,,,
19/02/2011,0:00,131,56,75,32,23,9,85,39,46,139,72,67,48,14,34,0,0,0,96,58,38,,,,,,
20/02/2011,0:00,103,46,57,28,16,12,78,40,38,146,76,70,55,22,33,0,0,0,128,70,58,,,,,,
21/02/2011,0:00,208,101,107,35,25,10,130,62,68,301,168,133,148,53,95,0,0,0,149,75,74,,,,,,
22/02/2011,0:00,299,157,142,60,41,19,159,82,77,358,203,155,183,62,121,1,1,0,210,101,109,,,,,,
23/02/2011,0:00,336,178,158,91,69,22,174,93,81,388,220,168,192,70,122,1,0,1,264,136,128,,,,,,
24/02/2011,0:00,368,178,190,108,83,25,207,115,92,455,246,209,205,72,133,0,0,0,295,152,143,,,,,,
25/02/2011,0:00,239,128,111,37,24,13,121,72,49,274,153,121,107,44,63,0,0,0,123,75,48,,,,,,
26/02/2011,0:00,128,57,71,2,0,2,78,42,36,131,65,66,49,22,27,1,1,0,27,14,13,,,,,,
27/02/2011,0:00,97,57,40,0,0,0,70,29,41,117,67,50,41,12,29,2,1,1,30,22,8,,,,,,
28/02/2011,0:00,36,8,28,1,0,1,60,11,49,184,134,50,77,37,40,0,0,0,10,8,2,,,,,,
01/03/2011,0:00,102,40,62,0,0,0,51,19,32,333,145,188,158,64,94,1,1,0,3,2,1,,,,,,
02/03/2011,0:00,144,75,69,9,6,3,33,23,10,378,246,132,165,69,96,3,1,2,3,0,3,,,,,,
03/03/2011,0:00,185,95,90,5,1,4,26,15,11,373,232,141,178,65,113,0,0,0,0,0,0,,,,,,
04/03/2011,0:00,227,94,133,2,1,1,28,19,9,417,247,170,200,79,121,1,0,1,0,0,0,,,,,,
05/03/2011,0:00,79,35,44,0,0,0,25,9,16,100,56,44,58,18,40,0,0,0,0,0,0,,,,,,
06/03/2011,0:00,56,13,43,0,0,0,16,3,13,26,13,13,32,13,19,0,0,0,1,0,1,,,,,,
07/03/2011,0:00,21,2,19,0,0,0,19,5,14,51,30,21,30,13,17,0,0,0,0,0,0,,,,,,
08/03/2011,0:00,139,12,127,0,0,0,84,37,47,307,188,119,115,44,71,0,0,0,20,8,12,,,,,,
09/03/2011,0:00,214,47,167,6,4,2,119,29,90,397,215,182,155,66,89,1,1,0,45,22,23,,,,,,
10/03/2011,0:00,79,17,62,1,1,0,32,1,31,99,30,69,41,19,22,0,0,0,1,0,1,,,,,,
11/03/2011,0:00,180,12,168,2,2,0,91,12,79,309,141,168,82,29,53,0,0,0,0,0,0,,,,,,
12/03/2011,0:00,152,76,76,0,0,0,72,25,47,243,138,105,88,32,56,2,1,1,0,0,0,,,,,,
13/03/2011,0:00,169,84,85,0,0,0,63,28,35,231,117,114,84,23,61,4,2,2,2,2,0,,,,,,
14/03/2011,0:00,350,176,174,9,7,2,200,98,102,661,370,291,247,91,156,3,1,2,11,10,1,,,,,,
15/03/2011,0:00,533,258,275,42,34,8,310,147,163,868,477,391,370,132,238,8,4,4,28,18,10,,,,,,
16/03/2011,0:00,312,167,145,75,53,22,204,119,85,551,308,243,245,95,150,2,1,1,71,46,25,,,,,,
17/03/2011,0:00,612,327,285,209,141,68,377,218,159,1054,586,468,480,163,317,20,15,5,341,191,150,,,,,,
18/03/2011,0:00,559,280,279,232,138,94,349,210,139,912,492,420,513,179,334,4,2,2,470,264,206,,,,,,
19/03/2011,0:00,418,197,221,184,120,64,220,118,102,562,308,254,295,86,209,0,0,0,480,257,223,,,,,,
20/03/2011,0:00,499,253,246,204,123,81,289,168,121,749,413,336,439,170,269,0,0,0,570,274,296,,,,,,
21/03/2011,0:00,255,110,145,97,56,41,159,86,73,468,278,190,209,91,118,0,0,0,243,137,106,,,,,,
22/03/2011,0:00,388,208,180,14,10,4,233,134,99,615,330,285,298,90,208,0,0,0,321,163,158,,,,,,
23/03/2011,0:00,544,266,278,40,32,8,316,180,136,872,465,407,511,172,339,0,0,0,523,272,251,,,,,,
24/03/2011,0:00,401,208,193,38,32,6,253,154,99,664,365,299,363,126,237,0,0,0,432,229,203,,,,,,
25/03/2011,0:00,535,258,277,105,84,21,338,211,127,891,476,415,490,156,334,0,0,0,551,306,245,,,,,,
26/03/2011,0:00,328,148,180,58,42,16,222,123,99,498,271,227,288,108,180,0,0,0,470,216,254,,,,,,
27/03/2011,0:00,246,128,118,63,52,11,158,88,70,371,221,150,215,66,149,0,0,0,357,173,184,,,,,,
28/03/2011,0:00,483,229,254,175,122,53,309,177,132,840,471,369,504,174,330,0,0,0,527,273,254,,,,,,
29/03/2011,0:00,764,380,384,300,199,101,502,269,233,1153,623,530,708,261,447,0,0,0,820,427,393,,,,,,
30/03/2011,0:00,1034,524,510,497,296,201,676,383,293,1553,856,697,966,350,616,0,0,0,1116,553,563,,,,,,
31/03/2011,0:00,1011,505,506,582,358,224,757,426,331,1667,900,767,1021,377,644,0,0,0,1101,557,544,,,,,,
01/04/2011,0:00,755,360,395,388,224,164,534,312,222,1185,636,549,784,305,479,840,426,414,797,416,381,,,,,,
02/04/2011,0:00,909,473,436,392,249,143,482,258,224,1164,627,537,645,264,381,298,166,132,1120,583,537,,,,,,
03/04/2011,0:00,1099,569,530,472,295,177,540,279,261,1213,645,568,707,279,428,471,250,221,1425,713,712,,,,,,
04/04/2011,0:00,600,284,316,339,187,152,398,249,149,905,476,429,589,221,368,55,28,27,679,338,341,,,,,,
05/04/2011,0:00,729,352,377,423,238,185,515,321,194,1109,604,505,689,246,443,54,27,27,831,440,391,,,,,,
06/04/2011,0:00,1544,746,798,820,475,345,1015,592,423,2196,1201,995,1211,475,736,215,107,108,1443,743,700,,,,,,
07/04/2011,0:00,1755,867,888,964,538,426,1112,632,480,2448,1290,1158,1497,578,919,349,166,183,1725,958,767,,,,,,
08/04/2011,0:00,2083,1057,1026,997,586,411,1357,758,599,2679,1420,1259,1548,599,949,471,249,222,2083,1111,972,,,,,,
09/04/2011,0:00,1806,893,913,788,462,326,917,520,397,1797,987,810,1038,423,615,802,430,372,2218,1122,1096,,,,,,
10/04/2011,0:00,1422,719,703,673,413,260,676,369,307,1402,761,641,780,297,483,781,433,348,1854,906,948,,,,,,
11/04/2011,0:00,1111,596,515,569,312,257,693,384,309,1533,829,704,985,382,603,102,46,56,1139,572,567,,,,,,
12/04/2011,0:00,2882,1430,1452,1285,746,539,1846,1047,799,3346,1788,1558,1948,748,1200,630,321,309,2453,1339,1114,,,,,,
13/04/2011,0:00,1090,517,573,552,323,229,706,405,301,1472,813,659,914,352,562,151,81,70,1120,561,559,,,,,,
14/04/2011,0:00,2136,1035,1101,988,541,447,1357,777,580,2650,1412,1238,1450,576,874,400,194,206,2033,1064,969,,,,,,
15/04/2011,0:00,2146,1029,1117,847,485,362,1447,784,663,2645,1386,1259,1529,606,923,365,183,182,1973,1019,954,,,,,,
16/04/2011,0:00,609,268,341,273,154,119,387,202,185,742,397,345,404,151,253,157,88,69,742,361,381,,,,,,
17/04/2011,0:00,658,292,366,289,180,109,443,240,203,873,459,414,465,208,257,134,62,72,794,390,404,,,,,,
18/04/2011,0:00,1747,841,906,696,391,305,1129,655,474,2211,1183,1028,1361,544,817,224,114,110,1656,827,829,,,,,,
19/04/2011,0:00,1113,285,828,1192,726,466,1850,1043,807,3239,1682,1557,1895,785,1110,762,395,367,2554,1310,1244,,,,,,
20/04/2011,0:00,0,0,0,193,119,74,318,187,131,678,372,306,398,151,247,38,21,17,530,268,262,,,,,,
21/04/2011,0:00,0,0,0,680,410,270,1197,695,502,2311,1222,1089,1259,518,741,150,79,71,1582,849,733,,,,,,
22/04/2011,0:00,0,0,0,869,538,331,1456,777,679,2592,1406,1186,1236,528,708,1293,674,619,2519,1248,1271,,,,,,
23/04/2011,0:00,0,0,0,223,128,95,358,182,176,867,484,383,378,145,233,36,15,21,815,355,460,,,,,,
24/04/2011,0:00,0,0,0,690,438,252,819,442,377,1783,958,825,975,407,568,1252,665,587,1982,1004,978,,,,,,
25/04/2011,0:00,0,0,0,1065,665,400,1546,833,713,3020,1598,1422,1520,617,903,1948,1015,933,3092,1586,1506,,,,,,
26/04/2011,0:00,0,0,0,560,346,214,929,519,410,1976,1051,925,1075,444,631,167,87,80,1356,681,675,,,,,,
27/04/2011,0:00,0,0,0,881,530,351,1507,832,675,3005,1615,1390,1535,637,898,339,170,169,1984,1014,970,,,,,,
28/04/2011,0:00,0,0,0,753,442,311,1275,665,610,2635,1408,1227,1302,522,780,259,122,137,1730,840,890,,,,,,
29/04/2011,0:00,0,0,0,1088,657,431,2012,1116,896,3740,1952,1788,1871,783,1088,681,348,333,2583,1344,1239,,,,,,
30/04/2011,0:00,0,0,0,1300,794,506,1948,1010,938,3621,1906,1715,1727,696,1031,2181,1148,1033,3942,1968,1974,,,,,,
01/05/2011,0:00,0,0,0,1415,901,514,2267,1127,1140,3964,2158,1806,2101,858,1243,2912,1559,1353,4846,2385,2461,,,,,,
02/05/2011,0:00,0,0,0,1050,636,414,2089,1165,924,3675,1917,1758,1930,787,1143,489,237,252,2537,1282,1255,,,,,,
03/05/2011,0:00,0,0,0,808,468,340,1430,906,524,2418,1328,1090,1396,647,749,375,216,159,1804,985,819,,,,,,
04/05/2011,0:00,0,0,0,551,328,223,949,516,433,1791,947,844,1031,398,633,173,83,90,1267,656,611,,,,,,
05/05/2011,0:00,0,0,0,551,330,221,873,463,410,1626,842,784,975,412,563,130,65,65,1253,630,623,,,,,,
06/05/2011,0:00,0,0,0,1280,785,495,2405,1292,1113,4163,2178,1985,2023,836,1187,794,396,398,2996,1559,1437,,,,,,
07/05/2011,0:00,0,0,0,1178,752,426,1792,963,829,3389,1814,1575,1504,622,882,1525,769,756,3269,1606,1663,,,,,,
08/05/2011,0:00,0,0,0,1349,849,500,1627,829,798,3584,1866,1718,1876,751,1125,2294,1161,1133,4059,1947,2112,,,,,,
09/05/2011,0:00,0,0,0,2171,1303,868,3508,1954,1554,6121,3168,2953,3222,1333,1889,1523,759,764,4691,2447,2244,,,,,,
10/05/2011,0:00,0,0,0,2294,1399,895,3839,2131,1708,6480,3358,3122,3242,1310,1932,1663,822,841,4935,2577,2358,,,,,,
11/05/2011,0:00,0,0,0,2306,1383,923,3215,1697,1518,6569,3419,3150,3418,1409,2009,1652,843,809,4742,2567,2175,,,,,,
12/05/2011,0:00,0,0,0,2294,1352,942,3918,2084,1834,6680,3481,3199,3524,1482,2042,1988,989,999,5058,2667,2391,,,,,,
13/05/2011,0:00,0,0,0,1792,1069,723,3499,1864,1635,5853,3042,2811,2951,1256,1695,1621,768,853,4374,2224,2150,,,,,,
14/05/2011,0:00,0,0,0,256,133,123,419,217,202,900,530,370,449,168,281,92,49,43,945,425,520,,,,,,
15/05/2011,0:00,0,0,0,370,241,129,531,276,255,1082,586,496,505,198,307,139,72,67,1033,507,526,,,,,,
16/05/2011,0:00,0,0,0,340,204,136,516,294,222,1034,538,496,607,236,371,100,50,50,884,438,446,,,,,,
17/05/2011,0:00,0,0,0,969,573,396,1677,921,756,3025,1591,1434,1548,639,909,321,149,172,1983,1002,981,,,,,,
18/05/2011,0:00,0,0,0,1277,769,508,2385,1316,1069,4071,2135,1936,2186,917,1269,816,431,385,2775,1354,1421,,,,,,
19/05/2011,0:00,0,0,0,1490,876,614,2743,1462,1281,4701,2429,2272,2434,1001,1433,903,450,453,3246,1710,1536,,,,,,
20/05/2011,0:00,0,0,0,1643,999,644,3052,1636,1416,5762,3012,2750,2705,1148,1557,1546,770,776,3851,2061,1790,,,,,,
21/05/2011,0:00,0,0,0,1496,932,564,2664,1369,1295,4996,2738,2258,2245,1037,1208,2929,1483,1446,5090,2561,2529,,,,,,
22/05/2011,0:00,0,0,0,1072,688,384,1758,905,853,3503,1854,1649,1764,779,985,1840,943,897,3440,1671,1769,,,,,,
23/05/2011,0:00,0,0,0,1148,689,459,1698,902,796,3322,1791,1531,1526,658,868,1344,685,659,3151,1572,1579,,,,,,
24/05/2011,0:00,0,0,0,1891,1171,720,3256,1751,1505,5685,3006,2679,2867,1229,1638,1265,625,640,3843,2086,1757,,,,,,
25/05/2011,0:00,0,0,0,2586,1547,1039,4080,2233,1847,6958,3649,3309,3554,1435,2119,2194,1102,1092,5264,2879,2385,,,,,,
26/05/2011,0:00,0,0,0,1324,803,521,2518,1382,1136,4397,2341,2056,2188,913,1275,516,266,250,2634,1481,1153,,,,,,
27/05/2011,0:00,0,0,0,595,342,253,1076,600,476,2043,1083,960,1075,431,644,159,80,79,1537,819,718,,,,,,
28/05/2011,0:00,0,0,0,605,381,224,1155,612,543,2074,1113,961,872,360,512,392,192,200,1782,908,874,,,,,,
29/05/2011,0:00,0,0,0,818,489,329,1493,762,731,2818,1520,1298,1298,570,728,793,401,392,2394,1112,1282,,,,,,
30/05/2011,0:00,4540,2699,1841,2611,1540,1071,4201,2223,1978,7389,3871,3518,3923,1743,2180,2787,1415,1372,5166,2976,2190,,,,,,
31/05/2011,0:00,6857,3207,3650,2714,1633,1081,4920,2628,2292,8197,4273,3924,4111,1761,2350,2973,1482,1491,4958,3023,1935,,,,,,
01/06/2011,0:00,6497,3084,3413,2398,1432,966,4493,2471,2022,7410,3909,3501,3633,1571,2062,1659,877,782,4714,2816,1898,,,,,,
02/06/2011,0:00,4827,2312,2515,1969,1130,839,3564,2032,1532,5903,3101,2802,2987,1276,1711,866,441,425,3681,2037,1644,,,,,,
03/06/2011,0:00,6927,3384,3543,2469,1478,991,4940,2527,2413,7502,3926,3576,4125,1980,2145,1816,928,888,7515,4337,3178,,,,,,
04/06/2011,0:00,5093,2480,2613,1605,938,667,3224,1672,1552,5120,2790,2330,2466,1141,1325,2055,1058,997,5468,2596,2872,,,,,,
05/06/2011,0:00,3495,1558,1937,2150,1174,976,2545,1203,1342,4933,2734,2199,3531,2170,1361,1347,678,669,5821,2950,2871,,,,,,
06/06/2011,0:00,6149,2873,3276,2695,1604,1091,4439,2418,2021,7668,4043,3625,3919,1636,2283,1372,680,692,5381,3034,2347,,,,,,
07/06/2011,0:00,6932,3346,3586,2890,1710,1180,5191,2774,2417,8332,4322,4010,4083,1757,2326,1110,562,548,5065,3045,2020,,,,,,
08/06/2011,0:00,5783,2787,2996,2265,1302,963,3934,2238,1696,6950,3731,3219,3510,1489,2021,785,387,398,4557,2665,1892,,,,,,
09/06/2011,0:00,5390,2660,2730,2083,1241,842,3748,2114,1634,6661,3612,3049,3327,1406,1921,661,334,327,4380,2405,1975,,,,,,
10/06/2011,0:00,6930,3112,3818,2410,1472,938,5039,2912,2127,7482,4201,3281,3964,1697,2267,1084,547,537,5246,3022,2224,,,,,,
11/06/2011,0:00,3105,1451,1654,1272,807,465,2112,1143,969,3486,2004,1482,1659,685,974,744,440,304,3388,1671,1717,,,,,,
12/06/2011,0:00,1141,545,596,379,241,138,774,420,354,1412,765,647,749,295,454,258,152,106,1488,676,812,,,,,,
13/06/2011,0:00,2682,1251,1431,1113,692,421,1968,1159,809,3863,2017,1846,1982,840,1142,274,138,136,2426,1290,1136,,,,,,
14/06/2011,0:00,6794,3151,3643,2716,1639,1077,4743,2700,2043,7448,3915,3533,4099,1778,2321,1772,863,909,5201,2942,2259,,,,,,
15/06/2011,0:00,7275,3364,3911,2776,1648,1128,5092,2948,2144,8044,4177,3867,3627,1257,2370,2396,1247,1149,5520,3280,2240,,,,,,
16/06/2011,0:00,7363,3331,4032,2822,1667,1155,5186,2999,2187,8090,4200,3890,4337,1807,2530,2341,1199,1142,5248,3204,2044,,,,,,
17/06/2011,0:00,7399,3298,4101,2402,1407,995,5355,3048,2307,7641,3928,3713,3975,1683,2292,2114,1114,1000,5600,3225,2375,,,,,,
18/06/2011,0:00,5839,2756,3083,1546,956,590,3566,1872,1694,4851,2598,2253,2506,1013,1493,2947,1512,1435,5613,2749,2864,,,,,,
19/06/2011,0:00,4655,2229,2426,1604,977,627,2317,1158,1159,4457,2392,2065,2241,850,1391,3862,2018,1844,5219,2497,2722,,,,,,
20/06/2011,0:00,6489,3044,3445,2685,1582,1103,4418,2385,2033,7316,3887,3429,3793,1534,2259,2579,1311,1268,6212,3095,3117,,,,,,
21/06/2011,0:00,7173,3340,3833,2853,1719,1134,4840,2704,2136,8219,4289,3930,4125,1766,2359,3049,1547,1502,6393,3280,3113,,,,,,
22/06/2011,0:00,6581,3153,3428,2501,1466,1035,4441,2455,1986,7801,4127,3674,3898,1626,2272,2352,1173,1179,5175,2934,2241,,,,,,
23/06/2011,0:00,2865,1284,1581,1146,689,457,2068,1265,803,3910,2117,1793,2048,975,1073,507,266,241,2375,1341,1034,,,,,,
24/06/2011,0:00,886,434,452,413,262,151,681,361,320,1346,730,616,559,247,312,184,95,89,1452,790,662,,,,,,
25/06/2011,0:00,1755,786,969,554,327,227,1414,826,588,2281,1185,1096,932,429,503,412,210,202,1646,888,758,,,,,,
26/06/2011,0:00,3662,1787,1875,1154,704,450,2386,1275,1111,3668,1981,1687,1764,740,1024,1827,956,871,3273,1708,1565,,,,,,
27/06/2011,0:00,7060,3265,3795,2550,1510,1040,4750,2815,1935,7507,3929,3578,3972,1648,2324,3430,1738,1692,5742,3155,2587,,,,,,
28/06/2011,0:00,6462,2823,3639,2245,1354,891,4617,2767,1850,7116,3675,3441,3739,1576,2163,1869,923,946,4512,2641,1871,,,,,,
29/06/2011,0:00,4682,2218,2464,1727,1029,698,3066,1837,1229,5570,2950,2620,2939,1189,1750,863,432,431,3949,2038,1911,,,,,,
30/06/2011,0:00,4310,1935,2375,1538,904,634,3054,1887,1167,5184,2709,2475,2815,1175,1640,987,490,497,3779,2027,1752,,,,,,
01/07/2011,0:00,5610,2636,2974,1471,960,511,3028,1675,1353,4512,2325,2187,2121,914,1207,3773,1980,1793,4840,2511,2329,,,,,,
02/07/2011,0:00,5767,2653,3114,1345,818,527,3433,1931,1502,4974,2604,2370,2280,982,1298,4044,2124,1920,5018,2663,2355,,,,,,
03/07/2011,0:00,3816,1883,1933,1221,727,494,2382,1240,1142,4201,2319,1882,1966,799,1167,2338,1234,1104,4312,2180,2132,,,,,,
04/07/2011,0:00,7056,3305,3751,2431,1441,990,4941,2989,1952,7804,3999,3805,3932,1579,2353,2627,1329,1298,6038,3278,2760,,,,,,
05/07/2011,0:00,6570,3083,3487,2592,1493,1099,4357,2373,1984,7970,4257,3713,3935,1538,2397,2677,1352,1325,5949,3274,2675,,,,,,
06/07/2011,0:00,5054,2535,2519,1927,1129,798,3430,1848,1582,5938,3120,2818,3113,1323,1790,1139,593,546,4187,2293,1894,,,,,,
07/07/2011,0:00,6972,3122,3850,2627,1574,1053,4800,2696,2104,7917,4157,3760,3750,1534,2216,2946,1523,1423,5524,3303,2221,,,,,,
08/07/2011,0:00,6158,2843,3315,2105,1226,879,4166,2349,1817,7166,3798,3368,3345,1478,1867,2532,1310,1222,5037,2932,2105,,,,,,
09/07/2011,0:00,4691,2105,2586,1484,891,593,2755,1458,1297,4614,2483,2131,1912,832,1080,3948,2027,1921,4212,2415,1797,,,,,,
10/07/2011,0:00,4107,1981,2126,1492,931,561,2115,1100,1015,4119,2261,1858,1973,839,1134,3648,1928,1720,4164,2229,1935,,,,,,
11/07/2011,0:00,4862,2376,2486,1909,1106,803,3236,1769,1467,6163,3239,2924,3066,1231,1835,1525,767,758,3684,2166,1518,,,,,,
12/07/2011,0:00,5960,2796,3164,2337,1411,926,3898,2094,1804,7051,3879,3172,3431,1425,2006,2170,1083,1087,4804,2887,1917,,,,,,
13/07/2011,0:00,6514,3163,3351,2334,1380,954,4483,2390,2093,7224,3870,3354,3662,1569,2093,2256,1112,1144,4911,2826,2085,,,,,,
14/07/2011,0:00,6839,3262,3577,2458,1428,1030,4655,2597,2058,7881,4235,3646,3720,1524,2196,2724,1393,1331,5445,3073,2372,,,,,,
15/07/2011,0:00,6294,2879,3415,2125,1245,880,4401,2505,1896,7212,3915,3297,3477,1478,1999,2544,1317,1227,5298,3011,2287,,,,,,
16/07/2011,0:00,4771,2134,2637,1319,794,525,3207,1661,1546,5051,2719,2332,2069,879,1190,3771,1989,1782,4637,2443,2194,,,,,,
17/07/2011,0:00,3636,1719,1917,1139,683,456,2099,1152,947,4171,2265,1906,1788,754,1034,2978,1549,1429,4072,2038,2034,,,,,,
18/07/2011,0:00,4456,2033,2423,1802,1031,771,3057,1753,1304,5924,3089,2835,2972,1239,1733,1321,671,650,3924,2169,1755,,,,,,
19/07/2011,0:00,6685,3067,3618,2561,1539,1022,4281,2506,1775,7793,4081,3712,3963,1622,2341,3093,1603,1490,5475,3106,2369,,,,,,
